input,output
"Premises:
1.""Your Woman"" is a song by British one-man band White Town.
2.""Your Woman"" song peaked at No. 1 on the UK Singles Chart.
3.If a song peaked at No.1 at a cetain place, then it was extremely popular.
4.""Your Woman"" also peaked No. 1 in Iceland, Israel and Spain.

Conclusion:
White Town did not produce any popular song.","We can get these predicates:
Produce(x,y),Peak(x,y),Popular(x)
We can get these constants:
iceland,isarel,spain
Let's translate one by one.
Premises:
1.Text:""Your Woman"" is a song by British one-man band White Town.
Predicates:
Produce(x,y)
Constants:
whiteTown
Fol:Produce(whiteTown, yourWoman)
2.Text:""Your Woman"" song peaked at No. 1 on the UK Singles Chart.
Predicates:
Peak(x,y)
Constants:
uKSinglesChart
Fol:Peak(yourWoman, uKSinglesChart)
3.Text:If a song peaked at No.1 at a cetain place, then it was extremely popular.
Predicates:
Peak(x,y),Popular(x)
Fol:∀x ∀y (Peak(x, y) → Popular(x))
4.Text:""Your Woman"" also peaked No. 1 in Iceland, Israel and Spain.
Predicates:
Peak(x,y)
Constants:
isarel,spain,iceland
Fol:Peak(yourWoman, iceland) ∧ Peak(yourWoman, isarel) ∧ Peak(yourWoman, spain)
Conclusion:
Text:White Town did not produce any popular song.
Predicates:
Produce(x,y),Popular(x)
Constants:
whiteTown
Fol:¬∃x (Produce(whiteTown, x) ∧ Popular(x))"
"Premises:
1.Either Max listens to classical music or Max listens to rap.
2.All the songs that Max listens to that are classical music are from the 12th century.
3.If the song Max listens to is rap, then the song is from Kanye West.
4.If a songs is from Kanye West, then the song is full of lyrics.
5.All songs that are full of lyrics need to be written with words
6.If “As it was” by Harry Styles is classical music that Max listens to or  from the 12th century, then “As it was” by Harry Styles is either classical music that Max listens to, or the songs are from 12th century.

Conclusion:
“As it was” by Harry Styles needs to be written with words.","We can get these predicates:
MaxListensToClassicalMusic(x),MaxListensToRap(x),SongsFrom12thCentury(x),SongsFromKanyeWest(x),SongsFullOfLyrics(x),NeedToBeWrittenWithWords(x)
We can get these constants:
asItWasByHarryStyles
Let's translate one by one.
Premises:
1.Text:Either Max listens to classical music or Max listens to rap.
Predicates:
MaxListensToClassicalMusic(x),MaxListensToRap(x)
Fol:∀x (MaxListensToClassicalMusic(x) ∨ MaxListensToRap(x))
2.Text:All the songs that Max listens to that are classical music are from the 12th century.
Predicates:
MaxListensToClassicalMusic(x),SongsFrom12thCentury(x)
Fol:∀x (MaxListensToClassicalMusic(x) → SongsFrom12thCentury(x))
3.Text:If the song Max listens to is rap, then the song is from Kanye West.
Predicates:
MaxListensToRap(x),SongsFromKanyeWest(x)
Fol:∀x (MaxListensToRap(x) → SongsFromKanyeWest(x))
4.Text:If a songs is from Kanye West, then the song is full of lyrics.
Predicates:
SongsFullOfLyrics(x),SongsFromKanyeWest(x)
Fol:∀x (SongsFromKanyeWest(x) → SongsFullOfLyrics(x))
5.Text:All songs that are full of lyrics need to be written with words
Predicates:
SongsFullOfLyrics(x),NeedToBeWrittenWithWords(x)
Fol:∀x (SongsFullOfLyrics(x) → NeedToBeWrittenWithWords(x))
6.Text:If “As it was” by Harry Styles is classical music that Max listens to or  from the 12th century, then “As it was” by Harry Styles is either classical music that Max listens to, or the songs are from 12th century.
Predicates:
MaxListensToClassicalMusic(x),SongsFrom12thCentury(x)
Constants:
asItWasByHarryStyles
Fol:MaxListensToClassicalMusic(asItWasByHarryStyles) ∨ SongsFrom12thCentury(asItWasByHarryStyles) → MaxListensToClassicalMusic(asItWasByHarryStyles) ⊕ SongsFrom12thCentury(asItWasByHarryStyles)
Conclusion:
Text:“As it was” by Harry Styles needs to be written with words.
Predicates:
NeedToBeWrittenWithWords(x)
Constants:
asItWasByHarryStyles
Fol:NeedToBeWrittenWithWords(asItWasByHarryStyles)"
"Premises:
1.All people who limp often and regularly have long-term medical issues with underlying causes.
2.If people have long-term medical issues with underlying causes, then they are not often spry and energetic.
3.People either stay indoors and rest a lot at home or people are often tired and disinterested in their activities.
4.If people stay indoors and rest a lot at home, then they do not visit the gym at least once a day.
5.If Mark either limps often and regularly or is often spry and energetic, then Mark limps often and regularly or is often tired and disinterested in his activities.

Conclusion:
Mark visits the gym at least once a day.","We can get these predicates:
Limp(x),Medical(x),Spry(x),Tired(x),Indoors(x),Gym(x)
We can get these constants:
Mark
Let's translate one by one.
Premises:
1.Text:All people who limp often and regularly have long-term medical issues with underlying causes.
Predicates:
Medical(x),Limp(x)
Fol:∀x (Limp(x) → Medical(x))
2.Text:If people have long-term medical issues with underlying causes, then they are not often spry and energetic.
Predicates:
Spry(x),Medical(x)
Fol:∀x (Medical(x) → ¬Spry(x))
3.Text:People either stay indoors and rest a lot at home or people are often tired and disinterested in their activities.
Predicates:
Tired(x),Spry(x),Indoors(x)
Fol:∀x (Spry(x) ⊕ Tired(x)) ∧ (∀x (Tired(x) → Indoors(x)))
4.Text:If people stay indoors and rest a lot at home, then they do not visit the gym at least once a day.
Predicates:
Gym(x),Indoors(x)
Fol:∀x (Indoors(x) → ¬Gym(x))
5.Text:If Mark either limps often and regularly or is often spry and energetic, then Mark limps often and regularly or is often tired and disinterested in his activities.
Predicates:
Tired(x),Spry(x),Limp(x)
Constants:
Mark
Fol:(Limp(Mark) ⊕ Spry(Mark)) → Limp(Mark) ∨ Tired(Mark)
Conclusion:
Text:Mark visits the gym at least once a day.
Predicates:
Gym(x)
Constants:
Mark
Fol:Gym(Mark)"
"Premises:
1.All books written by Tomas have sold more than 1 million copies.
2.Some books that have won Hugo Awards are written by Tomas.
3.All books about the future are inspired by Shakespeare.
4.2001 is a book either inspired from Shakespeare or it has sold more than 1 million copies.
5.2001 is a book that has either sold more than 1 million copies or it was written by Tomas.

Conclusion:
2001 is a book that has won a Hugo Award and is about the future.","We can get these predicates:
WrittenByTomas(x),SoldOneMillion(x),WinningHugoAward(x),AboutFuture(x),InspiredFromShakespeare(x)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:All books written by Tomas have sold more than 1 million copies.
Predicates:
SoldOneMillion(x),WrittenByTomas(x)
Fol:∀x (WrittenByTomas(x) → SoldOneMillion(x))
2.Text:Some books that have won Hugo Awards are written by Tomas.
Predicates:
WinningHugoAward(x),WrittenByTomas(x)
Fol:∃x (WinningHugoAward(x) ∧ WrittenByTomas(x))
3.Text:All books about the future are inspired by Shakespeare.
Predicates:
InspiredFromShakespeare(x),AboutFuture(x)
Fol:∀x (AboutFuture(x) → InspiredFromShakespeare(x))
4.Text:2001 is a book either inspired from Shakespeare or it has sold more than 1 million copies.
Predicates:
SoldOneMillion(x),InspiredFromShakespeare(x)
Fol:InspiredFromShakespeare(y2001) ⊕ SoldOneMillion(y2001)
5.Text:2001 is a book that has either sold more than 1 million copies or it was written by Tomas.
Predicates:
SoldOneMillion(x),WrittenByTomas(x)
Fol:SoldOneMillion(y2001) ⊕ WrittenByTomas(y2001)
Conclusion:
Text:2001 is a book that has won a Hugo Award and is about the future.
Predicates:
WinningHugoAward(x),AboutFuture(x)
Fol:WinningHugoAward(y2001) ∧ AboutFuture(y2001)"
"Premises:
1.No faculty does homework.
2.All students do homework.
3.All kids are students.
4.If someone works at a school, then they are faculty.
5.If Jill works at a school or is a teacher, then Jill works at a school.

Conclusion:
Jill is a kid.","We can get these predicates:
Faculty(x),DoesHomework(x),Student(x),Kid(x),WorkAtSchool(x)
We can get these constants:
jill
Let's translate one by one.
Premises:
1.Text:No faculty does homework.
Predicates:
DoesHomework(x),Faculty(x)
Fol:∀x (Faculty(x) → ¬DoesHomework(x))
2.Text:All students do homework.
Predicates:
DoesHomework(x),Student(x)
Fol:∀x (Student(x) → DoesHomework(x))
3.Text:All kids are students.
Predicates:
Kid(x),Student(x)
Fol:∀x (Kid(x) → Student(x))
4.Text:If someone works at a school, then they are faculty.
Predicates:
WorkAtSchool(x),Faculty(x)
Fol:∀x (WorkAtSchool(x) → Faculty(x))
5.Text:If Jill works at a school or is a teacher, then Jill works at a school.
Predicates:
DoesHomework(x),WorkAtSchool(x)
Constants:
jill
Fol:WorkAtSchool(jill) ∨ DoesHomework(jill) → WorkAtSchool(jill)
Conclusion:
Text:Jill is a kid.
Predicates:
Kid(x)
Constants:
jill
Fol:Kid(jill)"
"Premises:
1.All devices belonging to the company are connected to Google Home.
2.All devices with the company logo belong to the company.
3.A device is either with the company logo or belongs to employees.
4.All devices belonging to employees are available to connect to the company's wifi.
5.All devices connected to Google Home are controlled by managers.
6.All devices that connect to the company's wifi are easy to operate.
7.All devices that are easy to operate are produced after 2020.
8.IPod1 is produced before 2020.

Conclusion:
IPod1 is controlled by managers.","We can get these predicates:
InCompany(x),GoogleHome(x),CompanyLogo(x),Employee(x),Wifi(x),ControlledByManager(x),EasyToOperate(x),ProducedAfter2020(x)
We can get these constants:
iPod1
Let's translate one by one.
Premises:
1.Text:All devices belonging to the company are connected to Google Home.
Predicates:
InCompany(x),GoogleHome(x)
Fol:∀x (InCompany(x) → GoogleHome(x))
2.Text:All devices with the company logo belong to the company.
Predicates:
CompanyLogo(x),InCompany(x)
Fol:∀x (CompanyLogo(x) → InCompany(x))
3.Text:A device is either with the company logo or belongs to employees.
Predicates:
CompanyLogo(x),Employee(x)
Fol:∀x (CompanyLogo(x) ∨ Employee(x))
4.Text:All devices belonging to employees are available to connect to the company's wifi.
Predicates:
Wifi(x),Employee(x)
Fol:∀x (Employee(x) → Wifi(x))
5.Text:All devices connected to Google Home are controlled by managers.
Predicates:
ControlledByManager(x),GoogleHome(x)
Fol:∀x (GoogleHome(x) → ControlledByManager(x))
6.Text:All devices that connect to the company's wifi are easy to operate.
Predicates:
Wifi(x),EasyToOperate(x)
Fol:∀x (Wifi(x) → EasyToOperate(x))
7.Text:All devices that are easy to operate are produced after 2020.
Predicates:
EasyToOperate(x),ProducedAfter2020(x)
Fol:∀x (EasyToOperate(x) → ProducedAfter2020(x))
8.Text:IPod1 is produced before 2020.
Predicates:
ProducedAfter2020(x)
Constants:
iPod1
Fol:¬ProducedAfter2020(iPod1)
Conclusion:
Text:IPod1 is controlled by managers.
Predicates:
ControlledByManager(x)
Constants:
iPod1
Fol:ControlledByManager(iPod1)"
"Premises:
1.No payment cards issued by Russian banks can be used with ApplePay.
2.All MIR payment cards are issued by Russian banks.
3.Some international payment cards can be used with ApplePay.
4.Social payments in Russia can only be transferred to MIR payment cards.
5.Bank of America payment cards can be used with ApplePay.

Conclusion:
Bank of America payment cards are international and can be used to transfer social payments in Russia.","We can get these predicates:
RussianBank(x),ApplePay(x),Mir(x),International(x),SocialRussia(x)
We can get these constants:
boapaymentcards
Let's translate one by one.
Premises:
1.Text:No payment cards issued by Russian banks can be used with ApplePay.
Predicates:
RussianBank(x),ApplePay(x)
Fol:∀x (RussianBank(x) → ¬ApplePay(x))
2.Text:All MIR payment cards are issued by Russian banks.
Predicates:
Mir(x),RussianBank(x)
Fol:∀x (Mir(x) → RussianBank(x))
3.Text:Some international payment cards can be used with ApplePay.
Predicates:
ApplePay(x),International(x)
Fol:∃x (International(x) → ApplePay(x))
4.Text:Social payments in Russia can only be transferred to MIR payment cards.
Predicates:
Mir(x),SocialRussia(x)
Fol:∀x (SocialRussia(x) → Mir(x))
5.Text:Bank of America payment cards can be used with ApplePay.
Predicates:
ApplePay(x)
Constants:
boapaymentcards
Fol:ApplePay(boapaymentcards)
Conclusion:
Text:Bank of America payment cards are international and can be used to transfer social payments in Russia.
Predicates:
International(x),SocialRussia(x)
Constants:
boapaymentcards
Fol:International(boapaymentcards) ∧ SocialRussia(boapaymentcards)"
"Premises:
1.Maya will play violin if and only if she never injures her fingers.
2.Volleyball players can injure their ankle, fingers, or shoulder.
3.Maya is a volleyball player.

Conclusion:
Maya will not play violin.","We can get these predicates:
CanInjureFingures(x),WillPlayViolin(x),VolleyballPlayer(x)
We can get these constants:
maya
Let's translate one by one.
Premises:
1.Text:Maya will play violin if and only if she never injures her fingers.
Predicates:
CanInjureFingures(x),WillPlayViolin(x)
Constants:
maya
Fol:CanInjureFingures(maya) → ¬WillPlayViolin(maya)
2.Text:Volleyball players can injure their ankle, fingers, or shoulder.
Predicates:
VolleyballPlayer(x),CanInjureFingures(x)
Fol:∀x (VolleyballPlayer(x) → CanInjureFingures(x))
3.Text:Maya is a volleyball player.
Predicates:
VolleyballPlayer(x)
Constants:
maya
Fol:VolleyballPlayer(maya)
Conclusion:
Text:Maya will not play violin.
Predicates:
WillPlayViolin(x)
Constants:
maya
Fol:¬WillPlayViolin(maya)"
"Premises:
1.Carrozzeria Colli is a Milanese coachbuilder company that was established by Giuseppe Colli in 1931.
2.Carrozzeria Colli is a company that specialized in using aluminum.
3.The first automobiles built by Carrozzeria Colli were racing cars.
4.Some racing cars built by Carrozzeria Colli used Fiat 1100 mechanicals and chasis.
5.Carrozzeria Colli worked for airforces.
6.Carrozzeria Colli made car bodies.

Conclusion:
Carrozzeria Colli made car bodies in 1931.","We can get these predicates:
MilaneseCoachbuilderCompany(x),EstablishedBy(x,y),EstablishedIn(x,y),SpecializedIn(x,y),FirstAutomobilesBy(x,y),Racingcar(x),RacingCar(x),BuiltBy(x,y),Used(x,y),Airforce(x),WorkedFor(x,y),Made(x,y)
We can get these constants:
carrozzeriacolli,carbodies
Let's translate one by one.
Premises:
1.Text:Carrozzeria Colli is a Milanese coachbuilder company that was established by Giuseppe Colli in 1931.
Predicates:
MilaneseCoachbuilderCompany(x),EstablishedIn(x,y),EstablishedBy(x,y)
Constants:
carrozzeriacolli,giuseppecolli
Fol:MilaneseCoachbuilderCompany(carrozzeriacolli) ∧ EstablishedBy(carrozzeriacolli, giuseppecolli) ∧ EstablishedIn(carrozzeriacolli, y1901)
2.Text:Carrozzeria Colli is a company that specialized in using aluminum.
Predicates:
SpecializedIn(x,y)
Constants:
carrozzeriacolli,usingaluminum
Fol:SpecializedIn(carrozzeriacolli, usingaluminum)
3.Text:The first automobiles built by Carrozzeria Colli were racing cars.
Predicates:
Racingcar(x),FirstAutomobilesBy(x,y)
Constants:
carrozzeriacolli
Fol:∀x (FirstAutomobilesBy(x, carrozzeriacolli) → Racingcar(x))
4.Text:Some racing cars built by Carrozzeria Colli used Fiat 1100 mechanicals and chasis.
Predicates:
RacingCar(x),Used(x,y),BuiltBy(x,y)
Constants:
carrozzeriacolli,fiat110mechanicals,chasis
Fol:∃x (RacingCar(x) ∧ BuiltBy(x, carrozzeriacolli) ∧ Used(x, fiat110mechanicals) ∧ Used(x, chasis))
5.Text:Carrozzeria Colli worked for airforces.
Predicates:
Airforce(x),WorkedFor(x,y)
Constants:
carrozzeriacolli
Fol:∃x (Airforce(x) ∧ WorkedFor(carrozzeriacolli, x))
6.Text:Carrozzeria Colli made car bodies.
Predicates:
Made(x,y)
Constants:
carrozzeriacolli,carbodies
Fol:Made(carrozzeriacolli, carbodies)
Conclusion:
Text:Carrozzeria Colli made car bodies in 1931.
Predicates:
EstablishedIn(x,y),Made(x,y)
Constants:
carrozzeriacolli,carbodies
Fol:Made(carrozzeriacolli, carbodies) ∧ EstablishedIn(carrozzeriacolli, y1931)"
"Premises:
1.No video games released by Nintendo support the PS4 platform.
2.All video games in the Pokemon series are released by Nintendo.
3.All video games in the FIFA series support the PS4 platform.
4.All video games supporting users to simulate playing soccer games online are in the FIFA series.
5.The video game named “Be Lionel” is in the Pokemon series or supports users to simulate playing football games online.

Conclusion:
The video game named “Be Lionel” is not in the FIFA series or supports the PS4 platform.","We can get these predicates:
Nintendo(x),SupportPS4(x),Pokemon(x),FIFA(x),SoccerOnline(x)
We can get these constants:
belionel
Let's translate one by one.
Premises:
1.Text:No video games released by Nintendo support the PS4 platform.
Predicates:
SupportPS4(x),Nintendo(x)
Fol:∀x (Nintendo(x) → ¬SupportPS4(x))
2.Text:All video games in the Pokemon series are released by Nintendo.
Predicates:
Pokemon(x),Nintendo(x)
Fol:∀x (Pokemon(x) → Nintendo(x))
3.Text:All video games in the FIFA series support the PS4 platform.
Predicates:
SupportPS4(x),FIFA(x)
Fol:∀x (FIFA(x) → SupportPS4(x))
4.Text:All video games supporting users to simulate playing soccer games online are in the FIFA series.
Predicates:
FIFA(x),SoccerOnline(x)
Fol:∀x (SoccerOnline(x) → FIFA(x))
5.Text:The video game named “Be Lionel” is in the Pokemon series or supports users to simulate playing football games online.
Predicates:
Pokemon(x),SoccerOnline(x)
Constants:
belionel
Fol:Pokemon(belionel) ⊕ SoccerOnline(belionel)
Conclusion:
Text:The video game named “Be Lionel” is not in the FIFA series or supports the PS4 platform.
Predicates:
SupportPS4(x),FIFA(x)
Constants:
belionel
Fol:¬FIFA(belionel) ∨ SupportPS4(belionel)"
